timestamp,open,high,low,close,volume,returns,rolling_mean,rolling_std,upper_band,lower_band,proba_sell,proba_hold,proba_buy,predicted_signal
2017-08-18 10:00:00,304.73,311.06,304.73,308.88,332.5643,0.01368514325095993,304.723,3.142674188112971,311.00834837622597,298.43765162377406,0.65,0.35,0.0,-1
2017-08-18 11:00:00,308.88,311.79,306.27,307.78,261.1517,-0.0035612535612535856,304.759,3.174813546120704,311.1086270922414,298.4093729077586,0.02,0.95,0.03,0
2017-08-18 12:00:00,307.78,310.29,305.73,308.47,388.17208,0.002241861069595341,304.78249999999997,3.201691781411485,311.18588356282294,298.379116437177,0.02,0.95,0.03,0
2017-08-18 13:00:00,307.17,309.66,301.3,303.22,357.19041,-0.017019483256070278,304.527,3.1061638212126614,310.73932764242534,298.31467235757464,0.01,0.3,0.69,1
2017-08-18 14:00:00,303.22,303.22,296.32,298.52,398.64644,-0.015500296814194514,303.99800000000005,3.1862510556253305,310.3705021112507,297.6254978887494,0.01,0.3,0.69,1
2017-08-18 15:00:00,298.52,300.99,297.32,298.8,214.98578,0.000937960605654764,303.858,3.3542472682916418,310.56649453658326,297.14950546341674,0.02,0.95,0.03,0
2017-08-18 16:00:00,298.8,301.11,295.64,299.21,403.96386,0.0013721552878178667,303.579,3.5014807394045264,310.58196147880903,296.576038521191,0.02,0.95,0.03,0
2017-08-18 17:00:00,297.5,299.21,293.18,295.53,359.12225,-0.01229905417599686,302.9835,3.809500968838139,310.60250193767627,295.3644980623237,0.01,0.3,0.69,1
2017-08-18 18:00:00,295.53,298.25,289.75,289.75,412.39491,-0.019558082089804696,302.134,4.714562434348287,311.5631248686966,292.7048751313034,0.01,0.3,0.69,1
2017-08-18 19:00:00,289.75,295.6,287.37,293.83,445.23397,0.014081104400345046,301.7255,5.067522466390057,311.8605449327801,291.5904550672199,0.65,0.35,0.0,-1
2017-08-18 20:00:00,295.46,295.46,288.25,291.87,748.21537,-0.006670523772249193,301.2595,5.527047822443586,312.3135956448872,290.2054043551128,0.02,0.95,0.03,0
2017-08-18 21:00:00,291.87,291.87,283.94,286.3,602.03512,-0.019083838695309496,300.63800000000003,6.448500111204917,313.53500022240985,287.7409997775902,0.01,0.3,0.69,1
2017-08-18 22:00:00,288.01,294.19,284.02,293.74,477.84453,0.025986727209221128,300.29900000000004,6.630670284447257,313.56034056889456,287.0376594311055,0.66,0.34,0.0,-1
2017-08-18 23:00:00,293.74,294.18,289.97,293.96,93.91956,0.000748961666779957,299.927,6.772828919952618,313.47265783990525,286.3813421600948,0.02,0.95,0.03,0
2017-08-19 00:00:00,293.31,297.15,293.31,295.44,86.0015,0.00503469859844885,299.609,6.829331399809221,313.26766279961845,285.9503372003815,0.02,0.95,0.03,0
2017-08-19 01:00:00,297.15,298.2,294.24,297.19,41.96377,0.0059233685350663645,299.2335,6.740563989365868,312.71462797873176,285.75237202126823,0.02,0.95,0.03,0
2017-08-19 02:00:00,297.19,299.84,296.56,299.84,87.48968,0.008916854537501129,298.8755,6.491917626840565,311.85933525368114,285.89166474631884,0.19,0.8,0.01,0
2017-08-19 03:00:00,298.64,298.64,292.83,293.22,66.73802,-0.022078441835645557,298.2245,6.366142742748668,310.95678548549733,285.4922145145026,0.01,0.3,0.69,1
2017-08-19 04:00:00,294.69,297.19,291.87,291.87,42.9926,-0.004604051565377576,297.6065,6.352383949518796,310.3112678990376,284.90173210096236,0.02,0.95,0.03,0
2017-08-19 05:00:00,297.17,299.9,291.87,293.23,35.01324,0.004659608729914,297.0325,6.193406404777216,309.41931280955447,284.6456871904456,0.02,0.95,0.03,0
2017-08-19 06:00:00,293.69,295.56,289.02,289.02,45.0222,-0.014357330423217407,296.0395,5.771633422907191,307.5827668458144,284.4962331541856,0.01,0.3,0.69,1
2017-08-19 07:00:00,289.02,292.17,287.01,290.16,112.26406,0.003944363711853915,295.1585,5.201868363740313,305.56223672748064,284.75476327251937,0.02,0.95,0.03,0
2017-08-19 08:00:00,290.16,290.16,287.0,288.4,148.37539,-0.0060656189688449436,294.15500000000003,4.367766501373917,302.8905330027479,285.4194669972522,0.02,0.95,0.03,0
2017-08-19 09:00:00,287.66,293.17,287.66,290.3,228.92457,0.006588072122052813,293.509,3.8852675854468397,301.27953517089367,285.73846482910636,0.03,0.94,0.03,0
2017-08-19 10:00:00,291.36,292.24,283.58,287.14,447.45268,-0.010885291078195025,292.93999999999994,3.945614487530167,300.8312289750603,285.0487710249396,0.01,0.3,0.69,1
2017-08-19 11:00:00,285.97,287.15,278.0,282.58,314.27781,-0.015880755032388394,292.129,4.326328089366223,300.7816561787325,283.47634382126756,0.01,0.3,0.69,1
2017-08-19 12:00:00,281.39,290.85,279.56,290.85,166.32417,0.02926604855262238,291.711,3.9975385847842717,299.7060771695686,283.71592283043145,0.66,0.34,0.0,-1
2017-08-19 13:00:00,290.16,290.16,286.36,286.36,20.94515,-0.015437510744369942,291.2525,4.061824680711721,299.3761493614234,283.1288506385766,0.01,0.3,0.69,1
2017-08-19 14:00:00,285.5,288.64,283.0,283.0,13.81812,-0.01173348232993443,290.91499999999996,4.454672886566695,299.82434577313336,282.00565422686657,0.01,0.3,0.69,1
2017-08-19 15:00:00,283.88,288.64,283.01,288.64,87.2125,0.019929328621907993,290.65549999999996,4.427008583682281,299.50951716736455,281.8014828326354,0.66,0.34,0.0,-1
2017-08-19 16:00:00,288.64,290.16,286.12,286.14,61.94884,-0.008661308203991136,290.369,4.52852235688846,299.42604471377695,281.3119552862231,0.01,0.88,0.11,0
2017-08-19 17:00:00,286.19,293.15,284.16,293.15,11.12991,0.024498497239113792,290.7115,4.46314648862705,299.6377929772541,281.7852070227459,0.66,0.34,0.0,-1
2017-08-19 18:00:00,294.33,295.0,288.95,295.0,41.13882,0.0063107624083234,290.7745,4.51671687354721,299.8079337470944,281.74106625290557,0.02,0.95,0.03,0
2017-08-19 19:00:00,292.64,293.38,291.99,293.31,13.16832,-0.005728813559321977,290.742,4.494874976306704,299.7317499526134,281.7522500473866,0.02,0.95,0.03,0
2017-08-19 20:00:00,290.6,291.85,288.8,290.31,13.80734,-0.010228086325048569,290.4855,4.3569285113056555,299.1993570226113,281.7716429773887,0.01,0.46,0.53,1
2017-08-19 21:00:00,289.9,293.25,289.9,293.25,25.0304,0.010127105507905299,290.2885,4.120485759559583,298.52947151911917,282.0475284808808,0.58,0.42,0.0,-1
2017-08-19 22:00:00,293.25,294.9,290.91,290.91,35.15864,-0.007979539641943645,289.842,3.4622590738899333,296.76651814777983,282.91748185222013,0.01,0.89,0.1,0
2017-08-19 23:00:00,290.91,290.91,290.91,290.91,0.0,0.0,289.7265,3.381221011160328,296.48894202232066,282.9640579776793,0.02,0.95,0.03,0
2017-08-20 00:00:00,289.41,292.42,286.91,287.0,15.54493,-0.013440582998178185,289.483,3.394064633568178,296.27112926713636,282.69487073286365,0.01,0.3,0.69,1
2017-08-20 01:00:00,287.4,290.87,285.96,289.94,17.24852,0.0102439024390244,289.3185,3.280736879678151,295.8799737593563,282.75702624064365,0.58,0.42,0.0,-1
2017-08-20 02:00:00,289.94,292.42,287.66,292.42,32.59927,0.008553493826308989,289.48850000000004,3.3517760806374035,296.19205216127483,282.78494783872526,0.18,0.81,0.01,0
2017-08-20 03:00:00,292.42,292.42,289.47,292.41,3.0082,-3.419738731957889e-05,289.601,3.4127067510141114,296.4264135020282,282.7755864979718,0.02,0.95,0.03,0
2017-08-20 04:00:00,287.97,288.31,287.97,288.3,6.65904,-0.0140556068533908,289.596,3.4146316746730454,296.4252633493461,282.7667366506539,0.01,0.3,0.69,1
2017-08-20 05:00:00,285.39,293.15,285.39,292.17,42.89756,0.013423517169615096,289.6895,3.4602212813324154,296.60994256266486,282.76905743733516,0.65,0.35,0.0,-1
2017-08-20 06:00:00,292.17,293.15,289.0,293.12,35.00818,0.0032515316425367757,289.98850000000004,3.4865897604810216,296.9616795209621,283.015320479038,0.02,0.95,0.03,0
2017-08-20 07:00:00,293.1,295.56,287.87,292.08,167.6975,-0.0035480349344978457,290.4635,3.043075444002543,296.5496508880051,284.37734911199493,0.02,0.95,0.03,0
2017-08-20 08:00:00,293.02,295.98,282.85,295.98,159.52169,0.013352506162695343,290.71999999999997,3.2840315403313936,297.28806308066277,284.1519369193372,0.65,0.35,0.0,-1
2017-08-20 09:00:00,292.59,295.96,292.59,295.96,4.86604,-6.757213325236933e-05,291.2,3.3146596237094204,297.8293192474188,284.57068075258115,0.02,0.95,0.03,0
2017-08-20 10:00:00,295.97,296.89,293.43,295.51,24.8355,-0.0015204757399648328,291.82550000000003,2.830877630328063,297.4872552606562,286.1637447393439,0.02,0.95,0.03,0
2017-08-20 11:00:00,292.59,295.51,292.59,295.0,51.53645,-0.0017258299211532213,292.1435,2.811359055126067,297.76621811025217,286.52078188974787,0.02,0.95,0.03,0
2017-08-20 12:00:00,295.0,296.92,294.29,296.92,57.35344,0.00650847457627135,292.6825,2.6271214485174883,297.936742897035,287.428257102965,0.03,0.94,0.03,0
2017-08-20 13:00:00,296.39,296.39,292.28,293.41,6.09547,-0.011821366024518332,292.6955,2.6301980613829716,297.9558961227659,287.43510387723404,0.01,0.3,0.69,1
2017-08-20 14:00:00,294.25,294.25,294.25,294.25,3.9,0.002862888108789763,292.658,2.6007946154159125,297.85958923083183,287.4564107691682,0.02,0.95,0.03,0
2017-08-20 15:00:00,295.16,295.16,295.1,295.1,0.01579,0.0028887000849617817,292.74750000000006,2.6546540561610343,298.05680811232213,287.438191887678,0.02,0.95,0.03,0
2017-08-20 16:00:00,295.1,297.92,293.28,296.46,74.02462,0.004608607251778807,293.055,2.7129969833334755,298.480993966667,287.62900603333304,0.02,0.95,0.03,0
2017-08-20 17:00:00,296.46,298.79,293.63,296.88,100.71171,0.001416717263711842,293.23650000000004,2.8449443154291085,298.92638863085824,287.54661136914183,0.02,0.95,0.03,0
2017-08-20 18:00:00,296.88,300.53,295.89,298.57,41.00621,0.005692535704661772,293.6195,3.0251602393397343,299.66982047867947,287.56917952132056,0.02,0.95,0.03,0
2017-08-20 19:00:00,298.57,298.57,294.91,297.88,145.82441,-0.0023110158421810745,293.968,3.097211989073585,300.16242397814716,287.7735760218529,0.02,0.95,0.03,0
2017-08-20 20:00:00,297.87,297.88,294.51,297.27,260.07005,-0.0020478044850276156,294.4815,2.7080606286453928,299.8976212572908,289.0653787427092,0.02,0.95,0.03,0
2017-08-20 21:00:00,297.27,298.3,295.19,298.13,353.55114,0.002892992902075564,294.89099999999996,2.602334781650488,300.09566956330093,289.686330436699,0.02,0.95,0.03,0
2017-08-20 22:00:00,298.13,299.52,297.6,298.19,422.41153,0.0002012544862979304,295.1795,2.633625627792789,300.4467512555856,289.91224874441446,0.02,0.95,0.03,0
2017-08-20 23:00:00,297.68,300.53,297.19,299.1,483.75146,0.0030517455313727737,295.514,2.6876528597896585,300.88930571957934,290.1386942804207,0.02,0.95,0.03,0
2017-08-21 00:00:00,299.1,300.9,295.76,300.7,370.66684,0.005349381477766535,296.134,2.344207643039138,300.8224152860783,291.44558471392173,0.02,0.95,0.03,0
2017-08-21 01:00:00,300.7,300.7,294.6,299.0,213.50155,-0.005653475224476234,296.4755,2.2311089406979168,300.9377178813958,292.0132821186042,0.02,0.95,0.03,0
2017-08-21 02:00:00,299.0,299.0,294.6,297.51,71.7529,-0.004983277591973256,296.695,2.095437399383702,300.8858747987674,292.50412520123257,0.02,0.95,0.03,0
2017-08-21 03:00:00,299.0,299.85,297.12,299.85,67.88466,0.007865281839265936,297.0835,1.9065462711955623,300.89659254239115,293.2704074576089,0.04,0.94,0.02,0
2017-08-21 04:00:00,300.03,304.83,299.11,303.91,275.6582,0.013540103385025759,297.48,2.4203370796123926,302.3206741592248,292.63932584077526,0.65,0.35,0.0,-1
2017-08-21 05:00:00,303.91,314.28,303.91,314.05,256.5098,0.033365140995689435,298.3845,4.39613882616858,307.17677765233714,289.59222234766287,0.66,0.34,0.0,-1
2017-08-21 06:00:00,314.05,329.49,313.28,321.79,232.70889,0.02464575704505645,299.6985,6.775410086637205,313.24932017327444,286.1476798267256,0.66,0.34,0.0,-1
2017-08-21 07:00:00,320.28,325.3,313.0,318.5,123.69424,-0.010224059169023358,300.87350000000004,7.86740596251062,316.60831192502127,285.1386880749788,0.01,0.46,0.53,1
2017-08-21 08:00:00,317.48,324.3,312.75,318.72,21.51,0.0006907378335949677,301.9635,8.75133329691453,319.4661665938291,284.46083340617093,0.02,0.95,0.03,0
2017-08-21 09:00:00,317.86,318.27,314.98,317.29,23.53728,-0.004486696787148636,303.1575,9.143180878608307,321.44386175721667,284.8711382427834,0.02,0.95,0.03,0
2017-08-21 10:00:00,317.29,325.3,316.77,321.21,85.346,0.012354628258060218,304.50550000000004,9.72940333270895,323.96430666541795,285.04669333458213,0.65,0.35,0.0,-1
2017-08-21 11:00:00,318.99,333.66,312.6,331.53,76.98358,0.032128514056224855,306.327,11.17814460642318,328.6832892128464,283.9707107871536,0.67,0.33,0.0,-1
2017-08-21 12:00:00,331.33,331.33,325.42,331.3,94.82266,-0.0006937532048381101,308.069,12.225230984794598,332.5194619695892,283.61853803041083,0.02,0.95,0.03,0
2017-08-21 13:00:00,331.3,346.52,329.41,346.52,402.39209,0.04594023543616044,310.551,14.635480284496929,339.82196056899386,281.2800394310061,0.67,0.33,0.0,-1
2017-08-21 14:00:00,344.38,345.31,328.68,334.17,379.94648,-0.03564007849474771,312.331,15.253460659970486,342.83792131994096,281.8240786800591,0.01,0.26,0.73,1
2017-08-21 15:00:00,334.17,338.34,329.47,334.94,350.27902,0.0023042164167939028,314.184,15.651393884453885,345.4867877689078,282.88121223109226,0.02,0.93,0.05,0
2017-08-21 16:00:00,334.34,338.34,333.25,338.33,276.92293,0.010121215740132472,316.237,16.004943677041428,348.2468873540829,284.22711264591715,0.81,0.18,0.01,-1
2017-08-21 17:00:00,337.95,342.72,330.8,332.33,509.09007,-0.01773416486861945,317.947,15.794145184379838,349.53529036875966,286.35870963124034,0.01,0.26,0.73,1
2017-08-21 18:00:00,332.12,333.63,316.82,316.82,503.65311,-0.046670478139199,318.8785,15.101799570354649,349.08209914070926,288.6749008592907,0.01,0.27,0.72,1
2017-08-21 19:00:00,328.47,332.33,327.7,329.71,425.40661,0.04068556278012747,320.409,14.5321900041183,349.4733800082366,291.3446199917634,0.67,0.33,0.0,-1
2017-08-21 20:00:00,332.27,332.74,320.88,325.28,289.46359,-0.013436049861999977,321.638,13.798511590213991,349.23502318042796,294.040976819572,0.01,0.33,0.66,1
2017-08-21 21:00:00,324.05,326.8,318.42,326.79,58.45958,0.004642154451549585,323.02750000000003,12.758958411126248,348.54541682225255,297.5095831777475,0.02,0.95,0.03,0
2017-08-21 22:00:00,325.79,325.79,318.45,318.45,29.83539,-0.025520976774075166,324.0745,11.334427979902046,346.7433559598041,301.4056440401959,0.01,0.32,0.67,1
2017-08-21 23:00:00,318.25,323.29,316.12,323.29,79.41995,0.015198618307426637,325.2465,9.806639144773158,344.85977828954634,305.6332217104537,0.65,0.35,0.0,-1
2017-08-22 00:00:00,321.04,330.41,318.72,323.04,406.3495,-0.0007732995143678867,326.20300000000003,8.455947206428307,343.11489441285664,309.2911055871434,0.02,0.95,0.03,0
2017-08-22 01:00:00,323.04,325.07,302.27,309.97,169.73213,-0.04045938583457154,325.99899999999997,8.806517861340724,343.6120357226814,308.3859642773185,0.01,0.3,0.69,1
2017-08-22 02:00:00,309.96,315.2,301.4,312.99,143.49091,0.009742878343065309,325.559,9.237186801186166,344.03337360237236,307.0846263976277,0.28,0.72,0.0,-1
2017-08-22 03:00:00,310.0,317.68,280.0,280.0,90.0427,-0.10540272852167798,323.634,13.71297364964278,351.05994729928557,296.20805270071446,0.01,0.33,0.66,1
2017-08-22 04:00:00,144.21,309.03,144.21,287.0,149.91376,0.02499999999999991,322.048,15.961239102407374,353.97047820481475,290.12552179518525,0.83,0.16,0.01,-1
2017-08-22 05:00:00,287.0,303.0,279.96,279.96,28.29975,-0.024529616724738745,320.1815,18.5238774146692,357.2292548293384,283.13374517066165,0.01,0.22,0.77,1
2017-08-22 06:00:00,302.99,310.24,285.69,305.37,228.01188,0.09076296613801982,319.3895,18.8139423314902,357.0173846629804,281.7616153370196,0.79,0.2,0.01,-1
2017-08-22 07:00:00,305.37,305.37,294.38,300.35,301.2471,-0.016439073910338164,317.8305,19.045410132241056,355.92132026448206,279.7396797355179,0.01,0.22,0.77,1
2017-08-22 08:00:00,300.35,302.26,296.0,299.82,516.27772,-0.0017646079573832019,316.2565,19.17403185643504,354.6045637128701,277.9084362871299,0.03,0.92,0.05,0
2017-08-22 09:00:00,301.09,310.24,300.3,308.33,557.58036,0.02838369688479747,314.34700000000004,17.857996321860565,350.06299264372115,278.63100735627893,0.79,0.2,0.01,-1
2017-08-22 10:00:00,308.33,313.16,305.4,310.24,537.67538,0.006194661563908799,313.1505,17.251295138260627,347.65309027652125,278.6479097234788,0.02,0.93,0.05,0
2017-08-22 11:00:00,309.4,312.93,306.97,308.03,564.59159,-0.0071235172769470445,311.80499999999995,16.495240621400487,344.7954812428009,278.814518757199,0.01,0.92,0.07,0
2017-08-22 12:00:00,311.16,311.24,304.53,311.23,671.88512,0.010388598513132008,310.45,15.269165351332125,340.98833070266426,279.9116692973357,0.81,0.18,0.01,-1
2017-08-22 13:00:00,306.66,310.27,306.65,307.08,404.77411,-0.01333419014876469,309.1875,14.383003812980657,337.9535076259613,280.4214923740387,0.01,0.33,0.66,1
2017-08-22 14:00:00,307.08,309.53,301.48,305.48,393.09732,-0.005210368633580709,308.6205,14.28949907965195,337.1994981593039,280.04150184069607,0.02,0.95,0.03,0
2017-08-22 15:00:00,305.48,309.85,304.88,308.39,287.07405,0.009525991881628837,307.5545,13.401030783213544,334.3565615664271,280.75243843357293,0.25,0.75,0.0,-1
2017-08-22 16:00:00,305.08,320.24,305.08,317.74,455.53867,0.030318752229320012,307.1775,12.975428955489404,333.1283579109788,281.2266420890212,0.67,0.33,0.0,-1
2017-08-22 17:00:00,316.24,320.76,312.0,312.07,247.04944,-0.01784477874992141,306.4415,12.198632052298889,330.8387641045978,282.04423589540227,0.01,0.33,0.66,1
2017-08-22 18:00:00,313.99,315.25,309.6,310.77,378.0474,-0.004165732047297088,306.0575,11.918381590503277,329.8942631810066,282.22073681899343,0.02,0.95,0.03,0
2017-08-22 19:00:00,310.77,314.83,307.03,307.03,223.61559,-0.012034623676674072,305.24449999999996,11.214830160386784,327.6741603207735,282.8148396792264,0.01,0.32,0.67,1
2017-08-22 20:00:00,307.03,312.0,305.66,310.19,251.25776,0.010292153861186204,304.602,10.486075779964741,325.5741515599295,283.6298484400705,0.58,0.42,0.0,-1
2017-08-22 21:00:00,310.27,311.99,305.08,309.16,277.13507,-0.003320545472129899,304.5615,10.465796559822104,325.49309311964424,283.6299068803558,0.02,0.95,0.03,0
2017-08-22 22:00:00,309.16,313.1,309.16,310.61,302.25672,0.004690128089015255,304.4425,10.37808058260065,325.1986611652013,283.6863388347987,0.02,0.95,0.03,0
2017-08-22 23:00:00,310.61,313.99,306.9,309.8,371.40685,-0.0026077718038698405,305.9325,8.685291786754078,323.30308357350816,288.56191642649185,0.02,0.95,0.03,0
2017-08-23 00:00:00,312.25,313.99,309.41,312.45,202.93145,0.008553905745642298,307.205,7.556470562929909,322.3179411258598,292.09205887414015,0.18,0.81,0.01,0
2017-08-23 01:00:00,310.56,314.82,310.56,312.67,170.0743,0.0007041126580253909,308.84049999999996,4.097391307444406,317.0352826148888,300.64571738511114,0.02,0.95,0.03,0
2017-08-23 02:00:00,314.8,316.27,312.66,314.15,482.22957,0.004733425016790749,309.2795,4.175591322763998,317.630682645528,300.928317354472,0.02,0.95,0.03,0
2017-08-23 03:00:00,315.71,319.78,312.98,317.26,233.09815,0.009899729428616943,310.125,3.9797560094485647,318.08451201889716,302.16548798110284,0.43,0.57,0.0,-1
2017-08-23 04:00:00,315.45,324.99,315.45,323.0,432.60958,0.018092416314694493,311.284,4.190450798511058,319.6649015970221,302.9030984029779,0.66,0.34,0.0,-1
2017-08-23 05:00:00,320.73,323.26,316.51,316.74,262.04246,-0.019380804953560316,311.7045,4.29897842822233,320.3024568564447,303.1065431435553,0.01,0.3,0.69,1
2017-08-23 06:00:00,316.74,323.29,315.35,322.1,435.21335,0.016922396918608307,312.2975,4.866814450412303,322.0311289008246,302.5638710991754,0.66,0.34,0.0,-1
2017-08-23 07:00:00,319.77,323.3,318.04,319.06,246.19782,-0.009438062713443052,312.84900000000005,4.981378904427849,322.81175780885576,302.88624219114433,0.01,0.88,0.11,0
2017-08-23 08:00:00,319.06,323.19,318.02,322.07,390.97267,0.00943396226415083,313.39099999999996,5.370479641424259,324.13195928284847,302.65004071715146,0.24,0.76,0.0,-1
2017-08-23 09:00:00,319.74,324.51,319.74,320.74,312.13542,-0.004129537057161459,314.07399999999996,5.394189271312408,324.86237854262475,303.28562145737516,0.02,0.95,0.03,0
2017-08-23 10:00:00,320.74,324.21,319.73,319.74,260.26644,-0.0031177901103697225,314.787,5.134648145584311,325.0562962911686,304.51770370883133,0.02,0.95,0.03,0
2017-08-23 11:00:00,319.74,323.07,318.95,319.2,322.4995,-0.001688872208669645,315.3275,4.992825247029322,325.3131504940586,305.34184950594135,0.02,0.95,0.03,0
2017-08-23 12:00:00,319.2,322.0,313.75,316.96,598.91827,-0.007017543859649145,315.2885,4.976006933275414,325.2405138665508,305.33648613344917,0.01,0.94,0.05,0
2017-08-23 13:00:00,316.96,318.96,314.5,316.0,686.70237,-0.003028773346794522,315.485,4.919496658035863,325.3239933160717,305.6460066839283,0.02,0.95,0.03,0
2017-08-23 14:00:00,315.04,318.96,313.81,318.29,514.84876,0.007246835443037947,315.861,4.826662680526153,325.5143253610523,306.2076746389477,0.04,0.94,0.02,0
2017-08-23 15:00:00,317.06,319.32,315.53,319.2,305.91619,0.0028590279305036326,316.46950000000004,4.403310327709167,325.27612065541837,307.6628793445817,0.02,0.95,0.03,0
2017-08-23 16:00:00,317.87,319.21,315.53,318.85,790.83539,-0.0010964912280700956,316.9025,4.173087806661901,325.24867561332377,308.5563243866762,0.02,0.95,0.03,0
2017-08-23 17:00:00,318.39,320.32,317.19,318.47,269.24306,-0.001191782970048627,317.368,3.763086079550971,324.8941721591019,309.8418278408981,0.02,0.95,0.03,0
2017-08-23 18:00:00,318.48,321.29,318.25,318.3,253.30139,-0.0005338022419694166,317.7525,3.4127992446400395,324.5780984892801,310.9269015107199,0.02,0.95,0.03,0
2017-08-23 19:00:00,321.19,322.34,316.73,318.57,322.11689,0.0008482563619227612,318.191,2.855071019488122,323.9011420389762,312.48085796102373,0.02,0.95,0.03,0
2017-08-23 20:00:00,318.57,320.2,312.05,313.75,481.54407,-0.015130112691088327,318.256,2.7295274316271576,323.7150548632543,312.79694513674565,0.01,0.3,0.69,1
2017-08-23 21:00:00,314.74,319.47,314.66,316.68,239.65437,0.00933864541832663,318.4565,2.428259664863947,323.3130193297279,313.5999806702721,0.24,0.76,0.0,-1
2017-08-23 22:00:00,318.12,318.62,313.78,316.74,203.49297,0.00018946570670719254,318.58599999999996,2.248946888049678,323.08389377609933,314.0881062239006,0.02,0.95,0.03,0
2017-08-23 23:00:00,316.74,319.47,315.45,315.74,248.88125,-0.0031571636042179163,318.51000000000005,2.3206555335224386,323.1513110670449,313.8686889329552,0.02,0.95,0.03,0
2017-08-24 00:00:00,315.74,318.45,314.4,317.44,280.73305,0.005384176854373868,318.232,2.0744373999523127,322.38087479990463,314.0831252000954,0.02,0.95,0.03,0
2017-08-24 01:00:00,315.52,318.45,314.01,315.08,316.04429,-0.007434475806451624,318.149,2.168358340944128,322.4857166818883,313.8122833181117,0.01,0.93,0.06,0
2017-08-24 02:00:00,315.08,318.44,314.06,315.05,190.08968,-9.521391392652845e-05,317.79650000000004,2.0627275632048727,321.9219551264098,313.6710448735903,0.02,0.95,0.03,0
2017-08-24 03:00:00,315.05,318.44,315.04,315.22,274.30696,0.0005395968893826542,317.60450000000003,2.1169329228875187,321.83836584577506,313.370634154225,0.02,0.95,0.03,0
2017-08-24 04:00:00,315.22,319.47,314.31,316.45,256.61959,0.003902036672799758,317.3235,1.849034669910599,321.0215693398212,313.62543066017884,0.02,0.95,0.03,0
2017-08-24 05:00:00,316.46,322.36,316.14,318.0,321.99605,0.004898088165587122,317.1865,1.6759829009317464,320.53846580186354,313.8345341981365,0.02,0.95,0.03,0
2017-08-24 06:00:00,319.57,320.53,316.15,320.53,296.71128,0.00795597484276711,317.226,1.7471311823747278,320.72026236474943,313.73173763525057,0.1,0.89,0.01,0
2017-08-24 07:00:00,320.53,321.14,317.53,318.54,198.749,-0.006208467226156533,317.193,1.7137987967654016,320.62059759353076,313.7654024064692,0.02,0.95,0.03,0
2017-08-24 08:00:00,318.54,321.07,318.54,320.32,289.02874,0.005587995228228726,317.361,1.849101915726099,321.0592038314522,313.6627961685478,0.02,0.95,0.03,0
2017-08-24 09:00:00,320.32,322.0,318.53,318.75,339.18864,-0.004901348651348614,317.4985,1.8448114295318712,321.1881228590637,313.80887714093626,0.02,0.95,0.03,0
2017-08-24 10:00:00,320.03,321.3,316.66,317.02,630.71733,-0.005427450980392212,317.435,1.8379780080022279,321.1109560160045,313.7590439839955,0.02,0.95,0.03,0
2017-08-24 11:00:00,317.02,323.61,316.14,323.61,411.56848,0.020787332029525096,317.65549999999996,2.2737413522314345,322.20298270446284,313.1080172955371,0.66,0.34,0.0,-1
2017-08-24 12:00:00,322.51,328.04,317.9,322.0,347.54966,-0.004975124378109541,317.813,2.4621323663602714,322.7372647327205,312.88873526727946,0.02,0.95,0.03,0
